id;Texto;Etiqueta
2221;"""Muy buena profesora. Ella califica los trabajos de manera justa y es bastante útil también. Mi única queja es que a veces la clase se hace muy larga... a veces es muy aburrida. Pero en general, la recomendaría.""";"Actividades instruccionales monótonas; Calidad y equidad en los exámenes"
2222;"Clase interesante, pero utiliza powerpoint. Profesor muy amable, califica fácil, exámenes muy fáciles. Y además, dos trabajos fáciles de escribir. ¡Tómala!";Calidad y equidad en los exámenes
2223;"""El Dr. K es un tipo bastante divertido y es muy razonable con las tareas y las calificaciones. A él realmente le gustan sus alumnos de últimos años y hasta nos trajo pizza. Es fácil sacar una B, pero para sacar una A hay que hacer un poquito de esfuerzo.""";Calidad y equidad en los exámenes
2224;"""Sus clases son difíciles pero ella es muy servicial y aprenderás mucho. Es una profesora brillante. Descubrí a mi autor favorito gracias a su recomendación.""";"Andamiaje inadecuado o insuficiente; Materiales interactivos; Relación cercana"
2226;"Esta clase fue extremadamente aburrida, fácil, pero aburrida, el profesor aunque entusiasta y dispuesto a ayudar no utilizó uno de los libros que era ""requerido"" para el curso. Este curso realmente no requería mucha comunicación entre profesor y estudiante y era demasiado fácil como para requerir ayuda, el verdadero problema es tener la motivación para asistir a la clase.";"Actividades instruccionales monótonas; Desorganización; Falta de desafíos intelectuales; Relación cercana"
2228;"Imposible aprobar. No compren el libro. Estudien, estudien, estudien y hagan lo que hagan... no se olviden de estudiar.";Andamiaje inadecuado o insuficiente
2229;"La clase es bastante aburrida, solo revisamos presentaciones en diapositivas. Los exámenes son bastante difíciles.";"Actividades instruccionales monótonas; Andamiaje inadecuado o insuficiente; Falta de desafíos intelectuales"
2230;"""Simpa el tipo. Muy entusiasmado con la clase, pero a veces aburrido.""";"Actividades instruccionales monótonas; Entusiasmo del profesor sobre el curso"
2231;"Muy buen profesor, la clase es divertida y califica bastante justo.";Calidad y equidad en los exámenes
2232;"""Él era todo lo que uno esperaría de un profesor universitario: extremadamente inteligente, fascinante y un poco arrogante al mismo tiempo.""";Trato irrespetuoso
2233;"Me gustó Rubén y lo que aprendí de él, solo hay que aprender a escucharlo.";Claridad y comprensibilidad de las explicaciones
2234;"Esta clase probablemente me dio más ansiedad que ninguna otra. Literalmente temblaba antes de cada evaluación. La clase consta de 4 quizzes y el examen final vale el 35%. El profesor Kraay definitivamente es uno de los mejores profesores en Ryerson. Mi ansiedad probablemente se debió a que era estudiante de primer año en ese momento, pero tampoco ayudó que las clases fueran los viernes por la noche.";Alineamiento constructivo
2235;"""Profesor bastante bueno, su voz es muy relajante. No es de los que ponen notas fáciles, aunque. La clase se cancela y sales temprano mucho.""";"Calidad y equidad en los exámenes; Desorganización"
2236;"""Ella es una mujer inteligente pero una profesora difícil porque no sabe explicar las cosas a los estudiantes que no son fuertes en matemáticas.""";Andamiaje inadecuado o insuficiente
2238;"Absolutamente mezquino, pretencioso y odioso.";Trato irrespetuoso
2239;"""Rick es un profesor maravilloso, apasionante, intelectual e inteligente. Está apasionado por la ciencia política y cómo afecta la vida diaria. Las clases pueden ser dramáticas, divertidas y conmovedoras. Aunque probablemente no necesitarás tomar notas (el trabajo es mínimo), terminé anotando muchas cosas inspiradoras que dijo. ¡Clase y profesor increíbles!""";Entusiasmo del profesor sobre el curso
2240;No aprendí mucho. Este profesor no es útil y es tendencioso. No tomen a este profesor si su carrera requiere hablar en público.;Andamiaje inadecuado o insuficiente
2241;"Clase difícil, pero hizo un trabajo tremendo explicando temas teóricos intensos con los textos. Y es increíblemente ayudativa.";"Andamiaje inadecuado o insuficiente; Relación cercana"
2243;"""Joe es el mejor, tío. Sus exámenes son un poco difíciles pero es uno de los mejores profesores que he tenido.""";Andamiaje inadecuado o insuficiente
2244;"""Si quieres un profesor egocéntrico con complejo de Napoleón, él es para ti. Tiene muy poca experiencia práctica y es muy evidente.""";"Andamiaje inadecuado o insuficiente; Trato irrespetuoso"
2245;"Un buen profesor, amable y sonriente, pero los cursos a veces son un poco aburridos.";"Actividades instruccionales monótonas; Falta de desafíos intelectuales"
2246;"""Es un excelente profesor en CCSF. Es muy divertido y su lógica es muy clara. Este profesor realmente te prepara bien para matemáticas 110B y 110C.""";Claridad y comprensibilidad de las explicaciones
2247;"""Es un tipo vraiment genial, se esfuerza mucho para que entiendas, y realmente parece disfrutar enseñando. Mi único problema es que si te distraes por tres segundos, te perderás completamente en sus clases. Además, sus notas no son exactamente las mejores para estudiar, pero sé que él tiene buenas intenciones.""";"Andamiaje inadecuado o insuficiente; Ausencia de acompañamiento; Claridad y comprensibilidad de las explicaciones; Entusiasmo del profesor sobre el curso"
2248;"Me da terror ir a esta clase. La señora Curtner Smith es una comunicadora muy molesta, ya que tartamudea al hablar y dice ""Eh"" mucho. Ella tiende a enseñar más hacia aquellos con antecedentes en Psicología, si no tienes uno, probablemente no sabrás de qué está hablando y ella no lo explica tampoco. profesora muy aburrida, no la tomen.";"Actividades instruccionales monótonas; Andamiaje inadecuado o insuficiente"
2249;"""Es una profesora excelente, está muy entusiasmada y apasionada con la anatomía, lo que hace que la clase sea divertida, aunque el material es bastante complejo""";"Andamiaje inadecuado o insuficiente; Entusiasmo del profesor sobre el curso"
2252;No fue para nada útil. Se fue de viaje dos veces durante el semestre y no se preocupó en lo absoluto. Ni siquiera Study Edge y sus notas de clase ayudaron mucho.;"Andamiaje inadecuado o insuficiente; Ausencia de acompañamiento"
2254;"""es terrible, no sabe enseñar, muy confuso, saqué su clase""";Andamiaje inadecuado o insuficiente
2256;"Abramov fue genial. Fue fácil de entender, sus clases fueron fáciles de seguir y es muy gracioso. Lee el capítulo antes de la clase y te irá bien. Solo hay 3 exámenes, no hay examen de mitad de periodo, y son de opción múltiple, 50 preguntas. Tengo el final el lunes, estoy bastante confiado. LEÉ los capítulos (los libros de texto están en la reserva) y participa, ¡vas a aprobar!";"Calidad y equidad en los exámenes; Claridad de los materiales de clase; Claridad y comprensibilidad de las explicaciones"
2257;"Esta profesora tiene un acento muy fuerte, lo que crea una barrera idiomática con sus estudiantes. Se frustra fácilmente cuando un estudiante no la entiende. No recomiendo tomar Química Orgánica 1 con ella durante el verano, ¡es un infierno!";Andamiaje inadecuado o insuficiente
2258;"""Difícil de entender y no te ayuda en nada. 2 exámenes, el de mitad de período y el final. Los exámenes son duros. Saqué mi primera y única D en esta clase.""";"Andamiaje inadecuado o insuficiente; Ausencia de acompañamiento"
2260;"""Energético, Maravilloso, Apasionado, buenos proyectos, directo en los requisitos de los exámenes""";"Aprendizaje basado en proyectos; Calidad y equidad en los exámenes; Entusiasmo del profesor sobre el curso"
2262;"""El peor profesor que he tenido. No puede explicar cómo hacer nada relevante. Los puntos principales que necesitas saber vienen después de 40 minutos de pruebas sin sentido. No tomes su clase de Física basada en Cálculo, es el peor trabajo de enseñanza que he visto.""";Andamiaje inadecuado o insuficiente
2263;"Puedo decir con toda honestidad que no aprendí nada. En realidad, habló sobre qué es un cowboy, qué es una cowgirl, el hecho de que las jovencitas aman los caballos y realmente cualquier cosa menos geografía. Estaba muy disperso, desorganizado y poco claro. Tres salidas de campo de ocho horas, así que esto debería ser más como un curso de seis créditos. ¡No tomen sus clases!";"Andamiaje inadecuado o insuficiente; Desorganización; Objetivos desbalanceados"
2264;"""Extremadamente amable y gentil ~ Siempre sonríe ~ Muy bueno enseñando guitarra clásica ¡Te encantará!""";Entusiasmo del profesor sobre el curso
2265;"""Puede que le dé buenas reseñas, porque sí creí que era fácil, pero realmente me caía mal. Es un sabihondo y trata cada historia, poema, novela y obra de teatro como si fuera un misterio que hay que resolver. Además, si no compartes su opinión, estás equivocado. La clase sería mucho mejor si se callara y dejara que los estudiantes discutieran la obra. IDIOTA.""";"Andamiaje inadecuado o insuficiente; Trato irrespetuoso"
2266;"""Aburrido hasta el hartazgo, la clase fue un desperdicio de tiempo también""";Actividades instruccionales monótonas
2268;"Gendron es el mejor, ¡está súper bueno! Es un profesor increíble. Su método de enseñanza es realmente útil, dentro y fuera del salón de clases.";Aplicación del conocimiento
2269;"""Muy buen profesor. Es un poco loco y fuera de lo común, lo que lo diferencia de los profesores promedio. Se inventa frases divertidas y trata de relacionar las matemáticas con ejemplos del mundo real lo mejor que puede. Nunca me aburrió en su clase. Se burla de todos, así que cuidado y presta atención todo el tiempo. Definitivamente lo recomendaría. Me encantaría poder dar su clase de Estadística.""";"Ejemplificación contextualizada; Trato irrespetuoso"
2270;"""Mike es lo máximo, un profesor increíble, un tipo genial y muy divertido, en general el mejor que hay.""";Entusiasmo del profesor sobre el curso
2271;"Tomé Neurocomportamiento con ella y es genial. Está dispuesta a ayudar con lo que sea. No es un curso fácil, pero si te esfuerzas, te va a ir bien.";Relación cercana
2272;El Dr. Harding siempre estuvo dispuesto a ayudarme y me impulsó a dar lo mejor de mí. Lo aprecio muchísimo. Fue nada más que amable y generoso con su tiempo. También me encantaron las novelas que leímos.;"Claridad de los materiales de clase; Relación cercana"
2273;"""Profesor más difícil, no ayuda a sus alumnos... solo 2 alumnos de 30 se presentaron al examen final en su clase.. no lo tomen""";"Andamiaje inadecuado o insuficiente; Ausencia de acompañamiento"
2274;Muy entusiasta con el tema. Asiste a clase todo lo que puedas y te irá bien.;"Entusiasmo del profesor sobre el curso; Estructura del curso"
2275;"Hale es un profesor increíble, la calificación es justa. Puede parecer mean, pero en realidad no lo es. Hace que la clase sea divertida con sus historias.";"Calidad y equidad en los exámenes; Entusiasmo del profesor sobre el curso"
2276;"""Probablemente es la profesora más amable que vas a tener. Si necesitas un A fácil para tu crédito de artes y humanidades, esta es la clase y la profesora indicada.""";"Falta de desafíos intelectuales; Relación cercana"
2277;Tuve a la Dra. Brown en BIO 2300 y es genial!!! Tomé la clase los domingos y ella la hizo divertida y amena. Siempre está dispuesta a responder preguntas y te desafía de verdad. La encontré muy justa y apoya el objetivo general de todos de tener éxito.;"Calidad y equidad en los exámenes; Entusiasmo del profesor sobre el curso; Proveer desafíos intelectuales; Relación cercana"
2278;"""Gran profesor, siempre y cuando asistas a clase y prestes atención; deberías estar bien. Tiene como 5 quizzes, 3 exámenes y un final. Normalmente no hay tareas para la casa.""";"Calidad y equidad en los exámenes; Estructura del curso; Materiales interactivos"
